GeneID,Gene,Description,CON,H9,H18
317739,ppan ,peter pan homolog (Drosophila),0.91,10.07,4.67
321059,rrp1 ,ribosomal RNA processing 1,0.36,6.23,5.88
321130,nop2 ,NOP2 nucleolar protein homolog (yeast),1.18,12.91,8.52
321183,rrp36 ,ribosomal RNA processing 36,0.80,3.19,2.68
321247,ftsj ,FtsJ homolog 3 (E. coli),1.07,10.96,7.03
321277,mybbp1a ,MYB binding protein (P160) 1a,1.52,12.69,8.65
321289,noc3l ,NOC3-like DNA replication regulator,0.81,6.13,4.34
321324,slc39a1 ,"solute carrier family 39 (zinc transporter), member 1",1.53,10.95,13.22
321555,prpf40a ,PRP40 pre-mRNA processing factor 40 homolog A,1.17,5.65,4.92
321745,wdr36 ,WD repeat domain 36,1.29,6.48,4.64
321807,eif2s1a ,"eukaryotic translation initiation factor 2, subunit 1 alpha a",2.21,14.29,10.47
322350,zgc:85789 ,zgc:85789,0.51,2.21,2.63
322372,fah ,fumarylacetoacetate hydrolase (fumarylacetoacetase),0.59,2.81,1.61
322529,dhrs9 ,dehydrogenase/reductase (SDR family) member 9,0.36,3.16,7.38
322973,slc16a8 ,"solute carrier family 16 (monocarboxylate transporter), member 8",2.35,13.61,10.37
323071,tcerg1a ,transcription elongation regulator 1a (CA150),0.42,1.76,1.93
323588,pik3r5 ,"phosphoinositide-3-kinase, regulatory subunit 5",0.76,5.32,4.43
324428,hmga2 ,high mobility group AT-hook 2,0.25,6.01,2.95
324743,snupn ,snurportin 1,0.80,4.56,3.93
325248,ddx31 ,DEAD (Asp-Glu-Ala-Asp) box polypeptide 31,0.33,2.37,1.60
325292,nsun2 ,"NOP2/Sun RNA methyltransferase family, member 2",1.15,4.60,4.07
326718,esf1 ,"ESF1, nucleolar pre-rRNA processing protein, homolog (S. cerevisiae)",0.83,5.76,5.11
327175,larp1 ,"La ribonucleoprotein domain family, member 1",1.71,8.98,6.86
327253,hdac10 ,histone deacetylase 10,0.76,3.25,3.33
327292,tpte ,transmembrane phosphatase with tensin homology,0.96,4.42,7.65
327387,bin2b ,bridging integrator 2b,1.09,5.10,6.06
327635,gnsb ,"glucosamine (N-acetyl)-6-sulfatase (Sanfilippo disease IIID), b",3.61,20.95,48.48
333938,myh9a ,"myosin, heavy chain 9a, non-muscle",2.28,28.11,16.22
333974,gclm ,"glutamate-cysteine ligase, modifier subunit",0.96,6.74,3.65
334081,rnf168 ,ring finger protein 168,0.91,2.89,3.05
334315,orc3 ,"origin recognition complex, subunit 3",0.41,3.80,2.77
334561,acsl4b ,acyl-CoA synthetase long-chain family member 4b,0.92,6.18,3.84
334936,trmt2a ,tRNA methyltransferase 2 homolog A,0.53,2.09,1.56
335049,ebna1bp2 ,EBNA1 binding protein 2,1.64,12.58,14.30
335158,wasb ,Wiskott-Aldrich syndrome (eczema-thrombocytopenia) b,0.72,5.07,5.67
336073,lcp2a ,lymphocyte cytosolic protein 2a,1.59,6.92,7.43
336141,tarbp2 ,TAR (HIV) RNA binding protein 2,0.82,4.20,2.79
336339,sys1 ,Sys1 golgi trafficking protein,0.84,7.99,5.50
336597,capgb ,"capping protein (actin filament), gelsolin-like b",3.19,26.93,42.78
336645,dhx16 ,DEAH (Asp-Glu-Ala-His) box polypeptide 16,0.92,3.29,2.82
336695,samsn1a ,"SAM domain, SH3 domain and nuclear localisation signals 1a",1.49,25.14,23.81
336984,dnajc21 ,"DnaJ (Hsp40) homolog, subfamily C, member 21",0.80,4.30,2.79
337487,pus3 ,pseudouridylate synthase 3,0.33,2.42,3.59
337583,atp6v1ab ,"ATPase, H+ transporting, lysosomal, V1 subunit Ab",1.46,19.10,27.17
337597,lgals9l1 ,"lectin, galactoside-binding, soluble, 9 (galectin 9)-like 1",1.10,10.18,25.52
353295,smarca4a ,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4a",1.94,9.48,9.35
368478,wdr75 ,WD repeat domain 75,1.28,9.95,6.42
368621,si:busm1-57f23.1 ,si:busm1-57f23.1,0.95,3.51,7.60
368917,adam8a ,ADAM metallopeptidase domain 8a,0.78,50.92,79.07
378844,ddx27 ,DEAD (Asp-Glu-Ala-Asp) box polypeptide 27,1.47,11.66,6.55
378966,ncf1 ,neutrophil cytosolic factor 1,1.02,9.95,4.43
386639,zcchc9 ,"zinc finger, CCHC domain containing 9",0.85,5.14,4.65
386844,ssrp1a ,structure specific recognition protein 1a,0.87,6.63,7.54
393143,umps ,uridine monophosphate synthetase,0.55,3.31,3.40
393192,pdcd2l ,programmed cell death 2-like,0.52,3.90,2.34
393206,nol10 ,nucleolar protein 10,1.10,7.24,4.16
393211,ccdc6b ,coiled-coil domain containing 6b,0.87,5.13,3.11
393264,uap1l1 ,"UDP-N-acetylglucosamine pyrophosphorylase 1, like 1",0.93,4.55,12.21
393321,ero1l ,endoplasmic reticulum oxidoreductase alpha,1.41,22.79,11.96
393454,jkamp ,jnk1/mapk8-associated membrane protein,0.29,2.39,1.99
393461,gmds ,"GDP-mannose 4,6-dehydratase",1.02,5.58,15.55
393509,mboat7 ,membrane bound O-acyltransferase domain containing 7,0.92,3.28,2.87
393553,ammecr1 ,"Alport syndrome, mental retardation, midface hypoplasia and elliptocytosis chromosomal region gene 1 homolog (human)",1.88,9.01,7.92
393641,aprt ,adenine phosphoribosyltransferase,0.52,3.23,3.17
393644,slc39a10 ,"solute carrier family 39 (zinc transporter), member 10",0.48,1.11,1.79
393668,eno1b ,"enolase 1b, (alpha)",1.50,7.16,12.01
393744,zgc:73273 ,dCTP pyrophosphatase 1,0.22,2.48,1.12
393814,plek ,pleckstrin,0.93,12.98,21.78
393878,fermt3b ,fermitin family member 3b,0.35,9.04,10.56
393909,pitpnaa ,"phosphatidylinositol transfer protein, alpha a",2.04,16.11,20.72
393950,gar1 ,"GAR1 homolog, ribonucleoprotein",0.40,9.30,8.99
394112,zgc:63907 ,ring finger protein 144B,1.05,4.49,3.84
394178,htatsf1 ,HIV-1 Tat specific factor 1,1.03,4.00,5.16
394189,eif3ja ,"eukaryotic translation initiation factor 3, subunit Ja",1.73,9.17,7.55
402798,qtrtd1 ,queuine tRNA-ribosyltransferase domain containing 1,1.10,5.74,3.52
402800,kri1 ,KRI1 homolog,0.53,4.11,2.87
402856,twistnb ,TWIST neighbor,0.45,5.33,3.35
402898,wdr91 ,WD repeat domain 91,1.00,3.73,6.12
402971,zgc:77158 ,zgc:77158,0.48,3.90,2.32
403032,tes ,testis derived transcript (3 LIM domains),1.16,6.74,7.08
403068,alg2 ,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",0.78,5.86,4.42
403080,dnajc2 ,"DnaJ (Hsp40) homolog, subfamily C, member 2",0.95,6.09,6.21
403135,tlr22 ,toll-like receptor 22,0.42,2.96,3.62
403138,tlr5a ,toll-like receptor 5a,0.39,3.03,1.07
404619,n6amt2 ,N-6 adenine-specific DNA methyltransferase 2 (putative),0.83,5.75,3.34
405764,blnk ,B-cell linker,1.12,4.73,4.62
405810,ehd1a ,EH-domain containing 1a,2.04,16.64,11.29
405825,mfap4 ,microfibrillar-associated protein 4,1.23,10.95,17.59
405846,stx11a ,syntaxin 11a,1.74,10.53,11.41
405868,lrrc59 ,leucine rich repeat containing 59,0.98,3.90,4.54
406275,fbl ,fibrillarin,3.53,31.67,25.40
406321,srfbp1 ,serum response factor binding protein 1,0.74,3.78,2.61
406342,zgc:55891 ,"T-cell, immune regulator 1, ATPase, H+ transporting, lysosomal V0 subunit A3b",1.65,35.28,44.25
406397,mmp9 ,matrix metallopeptidase 9,1.28,19.97,6.07
406444,bcl7ba ,"B-cell CLL/lymphoma 7B, a",0.61,4.91,3.96
406455,rcc2 ,regulator of chromosome condensation 2,1.68,8.30,8.46
406477,galnt6 ,UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 6 (GalNAc-T6),0.68,3.76,4.36
406520,tmem43 ,transmembrane protein 43,1.18,5.30,6.05
406575,lta4h ,leukotriene A4 hydrolase,2.69,16.33,17.27
406615,gpd1c ,glycerol-3-phosphate dehydrogenase 1c,0.83,5.16,21.79
406690,nsun5 ,"NOP2/Sun domain family, member 5",1.25,4.96,4.57
406721,rad51b ,RAD51 paralog B,1.12,4.28,3.67
406755,rp2 ,retinitis pigmentosa 2 (X-linked recessive),1.30,10.18,10.46
406805,nvl ,nuclear VCP-like,1.01,6.18,3.88
406809,actr5 ,ARP5 actin-related protein 5 homolog,0.46,2.36,2.32
407674,tnfrsf11b ,"tumor necrosis factor receptor superfamily, member 11b",0.70,30.38,9.87
407696,ddx52 ,DEAD (Asp-Glu-Ala-Asp) box polypeptide 52,1.15,5.07,4.38
407736,fabp7b ,"fatty acid binding protein 7, brain, b",0.50,4.17,12.96
414329,rap2b ,"RAP2B, member of RAS oncogene family",1.74,9.87,7.99
415171,snrpd3 ,small nuclear ribonucleoprotein D3 polypeptide,0.73,9.25,13.60
415213,ralbb ,v-ral simian leukemia viral oncogene homolog Bb (ras related),1.76,13.67,10.32
431725,zgc:91909 ,zgc:91909,3.25,24.47,36.65
431739,cmah ,cytidine monophospho-N-acetylneuraminic acid hydroxylase,0.27,2.35,1.66
436657,cpsf2 ,cleavage and polyadenylation specific factor 2,1.16,5.35,5.57
436688,vps26bl ,"vacuolar protein sorting 26 homolog B, like",1.21,6.49,7.61
436707,havcr1 ,hepatitis A virus cellular receptor 1,1.16,22.91,48.65
436795,hgh1 ,HGH1 homolog (S. cerevisiae),0.72,6.03,7.16
436842,tpmt.1 ,"thiopurine S-methyltransferase, tandem duplicate 1",0.72,2.07,3.20
436908,slc17a9b ,"solute carrier family 17 (vesicular nucleotide transporter), member 9b",1.16,5.27,4.21
436923,crlf1a ,cytokine receptor-like factor 1a,0.47,63.43,24.47
436935,rgs2 ,regulator of G-protein signaling 2,1.93,14.63,11.59
436988,zgc:92360 ,zgc:92360,0.29,3.93,2.83
437024,ikbke ,"inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase epsilon",0.64,2.37,2.07
445100,ube2e2 ,ubiquitin-conjugating enzyme E2E 2,0.89,2.54,5.55
445127,hsd17b14 ,hydroxysteroid (17-beta) dehydrogenase 14,1.09,4.01,5.90
445138,desi2 ,desumoylating isopeptidase 2,0.40,2.48,3.26
445202,dpm1 ,"dolichyl-phosphate mannosyltransferase polypeptide 1, catalytic subunit",1.05,4.59,6.62
445204,nutf2l ,"nuclear transport factor 2, like",1.54,6.35,8.84
445275,sdf2l1 ,stromal cell-derived factor 2-like 1,1.77,10.13,8.76
445304,tmem167b ,transmembrane protein 167B,0.54,2.15,1.44
445318,nrros ,negative regulator of reactive oxygen species,1.77,15.96,13.85
445387,ddx51 ,DEAD (Asp-Glu-Ala-Asp) box polypeptide 51,0.76,2.72,3.35
445408,gle1 ,GLE1 RNA export mediator homolog (yeast),0.59,1.83,1.92
447799,nhsl1b ,NHS-like 1b,0.47,1.31,1.40
447801,aldh8a1 ,"aldehyde dehydrogenase 8 family, member A1",0.62,4.04,2.05
447805,ggact.2 ,"gamma-glutamylamine cyclotransferase, tandem duplicate 2",0.26,2.44,1.65
447824,gdap2 ,ganglioside induced differentiation associated protein 2,1.16,8.06,7.23
447912,vac14 ,vac14 homolog (S. cerevisiae),0.71,2.84,4.14
449655,atp6v1c1b ,"ATPase, H+ transporting, lysosomal, V1 subunit C1b",0.79,6.89,8.91
449663,gpd1l ,glycerol-3-phosphate dehydrogenase 1-like,0.50,1.48,3.16
449829,galk1 ,galactokinase 1,1.10,3.80,8.51
449866,im:7137886 ,si:ch211-39i2.2,2.04,33.23,44.77
449994,pawr ,"PRKC, apoptosis, WT1, regulator",0.40,3.82,6.09
450015,zgc:103438 ,zgc:103438,1.17,8.77,6.83
450057,exosc9 ,exosome component 9,1.07,4.39,4.34
450072,alg14 ,"ALG14, UDP-N-acetylglucosaminyltransferase subunit",0.72,2.65,4.48
474331,dolpp1 ,dolichyldiphosphatase 1,0.68,2.33,3.51
492500,gsto2 ,glutathione S-transferase omega 2,1.55,7.01,9.61
492587,si:dkeyp-87d8.8 ,si:dkeyp-87d8.8,0.62,2.92,2.67
492803,zgc:101640 ,zgc:101640,0.44,3.16,1.70
493633,mfng ,MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase,0.91,6.55,6.28
494042,slc43a2b ,"solute carrier family 43 (amino acid system L transporter), member 2b",0.56,28.62,63.12
494152,nop58 ,NOP58 ribonucleoprotein homolog (yeast),1.36,23.61,14.53
497407,mecom ,MDS1 and EVI1 complex locus,0.35,1.35,1.45
503594,il4r.1 ,"interleukin 4 receptor, tandem duplicate 1",1.41,17.16,6.27
503608,zgc:113121 ,coiled-coil domain containing 115,1.25,4.86,5.36
503732,rtel1 ,regulator of telomere elongation helicase 1,0.34,0.87,1.25
503733,snx13 ,sorting nexin 13,1.44,6.45,9.71
503752,ptrh1 ,peptidyl-tRNA hydrolase 1 homolog,0.55,8.11,3.82
503760,poc1bl ,"POC1 centriolar protein homolog B (Chlamydomonas), like",0.81,2.92,3.43
503893,itga6a ,"integrin, alpha 6a",1.82,8.93,9.81
541344,prdx1 ,peroxiredoxin 1,0.50,7.04,5.06
541383,ms4a17a.9 ,"membrane-spanning 4-domains, subfamily A, member 17A.9",1.90,16.02,8.44
541416,arsa ,arylsulfatase A,0.63,2.93,5.30
541510,accs ,1-aminocyclopropane-1-carboxylate synthase homolog (Arabidopsis)(non-functional),0.35,1.84,1.00
548343,glb1 ,"galactosidase, beta 1",1.92,8.79,14.01
550140,ccdc9 ,coiled-coil domain containing 9,0.91,3.10,3.20
550235,psmd5 ,"proteasome 26S subunit, non-ATPase 5",0.82,3.21,2.64
550241,rrp7a ,ribosomal RNA processing 7 homolog A,0.89,6.93,9.99
550242,nadka ,NAD kinase a,0.93,9.16,9.17
550247,exosc7 ,exosome component 7,0.70,4.84,4.76
550289,pcyox1 ,prenylcysteine oxidase 1,2.17,11.72,14.41
550347,ttc5 ,tetratricopeptide repeat domain 5,0.37,1.76,2.27
550350,mrto4 ,mRNA turnover 4 homolog (S. cerevisiae),1.79,13.50,10.61
550402,arf4b ,ADP-ribosylation factor 4b,1.02,10.12,12.37
550421,znf367 ,zinc finger protein 367,0.29,1.70,1.88
550432,slc27a4 ,"solute carrier family 27 (fatty acid transporter), member 4",1.58,7.96,7.98
550440,cebpz ,"CCAAT/enhancer binding protein (C/EBP), zeta",1.48,8.09,7.32
550452,grap2a ,GRB2-related adaptor protein 2a,0.89,4.69,5.26
550487,vaspb ,vasodilator-stimulated phosphoprotein b,1.00,3.66,4.05
550523,stoml3b ,stomatin (EPB72)-like 3b,0.65,13.40,34.95
550565,gnpda1 ,glucosamine-6-phosphate deaminase 1,0.96,11.61,27.85
550566,si:ch211-241b2.1 ,si:ch211-241b2.1,0.34,0.98,1.36
553223,si:ch1073-80i24.2 ,HCLS1 binding protein 3,0.39,2.41,2.42
553241,bms1 ,BMS1 ribosome biogenesis factor,1.08,5.34,3.86
553255,ssfa2 ,sperm specific antigen 2,1.04,4.58,3.32
553297,cfh ,complement factor H,0.24,6.13,2.28
553307,ankzf1 ,ankyrin repeat and zinc finger domain containing 1,0.42,2.77,2.29
553366,ccr9a ,chemokine (C-C motif) receptor 9a,0.81,5.68,4.70
553403,kctd12.2 ,potassium channel tetramerisation domain containing 12.2,1.83,7.51,16.52
553448,rrbp1a ,ribosome binding protein 1 homolog a (dog),1.01,3.86,7.25
553462,ddx24 ,DEAD (Asp-Glu-Ala-Asp) box helicase 24,0.90,7.49,5.92
553498,si:dkey-251i10.3 ,si:dkey-251i10.3,0.47,5.60,3.51
553552,zgc:109934 ,zgc:109934,2.92,20.83,22.99
553568,abt1 ,activator of basal transcription 1,0.77,6.81,4.42
553646,sptlc2a ,"serine palmitoyltransferase, long chain base subunit 2a",1.69,9.97,7.07
553683,lpcat2 ,lysophosphatidylcholine acyltransferase 2,0.38,5.19,2.01
553701,gda ,guanine deaminase,0.73,14.74,31.53
553716,b3galnt2 ,"beta-1,3-N-acetylgalactosaminyltransferase 2",0.28,1.47,1.36
553763,ctbs ,"chitobiase, di-N-acetyl-",0.32,4.44,8.83
553977,grn1 ,granulin 1,6.46,117.80,122.20
554096,noc4l ,nucleolar complex associated 4 homolog,1.26,5.49,5.31
554157,ctssb.1 ,"cathepsin S, ortholog2, tandem duplicate 1",7.09,137.53,361.27
554561,traf6 ,TNF receptor-associated factor 6,0.71,2.90,4.15
555285,myo1ea ,"myosin IE, a",0.72,5.72,2.48
555317,LOC555317 ,si:ch211-276a23.5,0.86,30.43,7.19
555849,hmha1b ,histocompatibility (minor) HA-1 b,1.76,13.21,9.64
556132,smap2 ,small ArfGAP2,1.09,5.50,5.73
556206,slc43a3b ,"solute carrier family 43, member 3b",1.41,38.77,43.45
556259,ccdc22 ,coiled-coil domain containing 22,1.58,6.47,7.68
556298,micall2b ,mical-like 2b,0.50,1.54,2.10
556393,dhrs12 ,dehydrogenase/reductase (SDR family) member 12,1.50,8.45,6.52
556945,smim15 ,small integral membrane protein 15,1.84,7.57,11.34
556950,ppm1j ,"protein phosphatase, Mg2+/Mn2+ dependent, 1J",0.28,1.96,1.74
557062,LOC557062 ,formin-like 1a,0.97,6.61,6.02
557063,rasgrp2 ,RAS guanyl releasing protein 2 (calcium and DAG-regulated),0.56,5.12,1.98
557116,zgc:171579 ,zgc:171579,0.21,5.78,2.39
557247,btbd10b ,BTB (POZ) domain containing 10b,0.55,2.70,2.83
557258,ptk2ba ,"protein tyrosine kinase 2 beta, a",0.90,7.13,11.87
557652,si:dkeyp-27c8.2 ,si:dkeyp-27c8.2,1.78,15.10,10.38
557772,si:ch211-250g4.3 ,si:ch211-250g4.3,0.34,2.04,1.16
557849,utp20 ,UTP20 small subunit (SSU) processome component,1.16,6.55,4.91
557875,smarcad1 ,"SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD/H box 1 a",0.72,2.28,2.39
557908,mettl13 ,methyltransferase like 13,0.69,2.89,2.27
558186,enosf1 ,enolase superfamily member 1,1.29,4.07,7.53
558202,LOC558202 ,transmembrane 9 superfamily member 2-like,0.57,2.57,1.76
558320,fam161a ,"family with sequence similarity 161, member A",0.10,0.62,1.08
558390,brsk1 ,si:dkey-16p21.7,0.09,0.42,0.38
558453,rasgrp4 ,RAS guanyl releasing protein 4,1.01,5.64,3.23
558638,zgc:162200 ,zgc:162200,0.85,2.86,3.21
558696,smcr8a ,"Smith-Magenis syndrome chromosome region, candidate 8a",0.22,2.30,1.61
558911,nol7 ,nucleolar protein 7,1.78,9.62,6.88
559020,ptgs2b ,prostaglandin-endoperoxide synthase 2b,0.28,1.63,1.26
559066,LOC559066 ,myoferlin,0.91,8.28,7.89
559148,ptgis ,prostaglandin I2 (prostacyclin) synthase,0.50,1.82,3.99
559247,si:dkey-15i8.3 ,si:dkey-15i8.3,0.34,1.23,1.11
559250,im:7152348 ,im:7152348,0.28,10.52,6.14
559502,mrc1b ,"mannose receptor, C type 1b",4.58,81.40,40.97
559576,cgref1 ,cell growth regulator with EF-hand domain 1,0.41,1.93,3.25
559737,illr4 ,"immune-related, lectin-like receptor 4",0.56,16.17,3.91
559900,fam98a ,"family with sequence similarity 98, member A",0.69,2.42,3.88
559958,cda ,cytidine deaminase,1.53,6.22,6.35
560210,hsp70l ,"heat shock cognate 70-kd protein, like",1.39,14.47,5.09
560242,pigu ,"phosphatidylinositol glycan anchor biosynthesis, class U",0.85,2.97,3.92
560341,mych ,myelocytomatosis oncogene homolog,1.88,49.52,17.75
560481,hspa13 ,"heat shock protein 70 family, member 13",1.31,8.95,6.40
560514,osbpl11 ,oxysterol binding protein-like 11,0.75,3.24,2.95
560602,slc2a6 ,"solute carrier family 2 (facilitated glucose transporter), member 6",0.95,11.46,8.89
560743,si:rp71-15d4.1 ,si:rp71-15d4.1,1.37,9.24,10.15
560758,si:ch73-152o7.1 ,si:ch73-152o7.1,0.49,2.66,3.09
560778,naga ,"N-acetylgalactosaminidase, alpha",1.48,10.93,22.39
560799,rab44 ,"RAB44, member RAS oncogene family",0.99,6.73,6.63
561131,nolc1 ,nucleolar and coiled-body phosphoprotein 1,0.87,8.47,5.96
561153,dbn1 ,drebrin 1,1.62,7.55,8.54
561194,eif5b ,eukaryotic translation initiation factor 5B,1.35,7.42,7.71
561276,arhgef2 ,rho/rac guanine nucleotide exchange factor (GEF) 2,1.10,4.52,4.14
561797,si:ch211-106a19.1 ,si:ch211-106a19.1,1.76,7.87,14.86
561879,LOC561879 ,un-named sa1614,0.66,4.06,2.54
561954,sash3 ,SAM and SH3 domain containing 3,1.32,6.30,6.40
561964,mfsd12a ,major facilitator superfamily domain containing 12a,1.16,4.23,5.79
562116,tinagl1 ,tubulointerstitial nephritis antigen-like 1,4.26,168.05,133.32
562250,fut7 ,"fucosyltransferase 7 (alpha (1,3) fucosyltransferase)",1.38,6.06,9.81
562273,plxnc1 ,plexin C1,3.28,26.21,22.11
562282,ppp2r5b ,"protein phosphatase 2, regulatory subunit B', beta",0.10,0.96,0.49
562403,zmp:0000000558 ,si:ch211-1o7.3,0.40,1.33,2.75
562468,arhgap25 ,Rho GTPase activating protein 25,0.78,2.35,2.99
562473,ncf2 ,neutrophil cytosolic factor 2,2.26,24.17,27.43
562490,swap70b ,SWAP switching B-cell complex 70b subunit 70b,1.38,6.64,4.86
562630,LOC562630 ,anoctamin-9-like,0.38,2.21,1.25
562742,dlgap4a ,"discs, large (Drosophila) homolog-associated protein 4a",0.56,2.43,2.41
562881,scamp4 ,secretory carrier membrane protein 4,1.40,13.32,10.43
562939,si:ch211-282j22.3 ,si:ch211-282j22.3,0.95,3.89,3.68
562991,rbm47 ,RNA binding motif protein 47,1.62,7.34,7.61
563056,hcls1 ,hematopoietic cell-specific Lyn substrate 1,1.08,6.71,6.48
563475,trmt6 ,tRNA methyltransferase 6 homolog (S. cerevisiae),0.78,5.16,5.09
563560,ikbkb ,"inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase beta",0.69,3.96,5.04
564101,si:dkey-230p4.1 ,si:dkey-230p4.1,0.15,0.40,0.56
564123,col18a1 ,"collagen, type XVIII, alpha 1",0.82,2.65,2.93
564241,fosl1a ,FOS-like antigen 1a,1.06,46.57,8.82
564279,tnip2 ,TNFAIP3 interacting protein 2,0.75,4.29,2.27
564334,tspan37 ,tetraspanin 37,0.64,3.47,4.67
564410,zcchc4 ,"zinc finger, CCHC domain containing 4",0.47,5.26,2.63
564431,prox1b ,prospero homeobox 1b,0.08,0.56,0.44
564528,itpka ,inositol-trisphosphate 3-kinase A,0.61,2.31,2.10
564675,si:dkey-7o6.3 ,polyamine oxidase (exo-N4-amino) 1,2.37,11.25,18.40
564690,zgc:174904 ,zgc:174904,1.05,17.59,34.01
565099,zgc:193725 ,zgc:193725,5.16,39.66,133.72
565122,si:dkey-172j4.3 ,si:dkey-172j4.3,0.18,1.57,0.50
565194,stab2 ,stabilin 2,0.18,1.51,0.76
565345,myo1f ,myosin IF,1.73,17.17,24.92
565434,usp8 ,ubiquitin specific peptidase 8,1.14,4.62,6.54
565484,mllt1 ,"myeloid/lymphoid or mixed-lineage leukemia; translocated to, 1a",0.43,1.22,1.34
565523,si:dkey-59k9.3 ,carbohydrate (N-acetylgalactosamine 4-sulfate 6-O) sulfotransferase 15,0.47,4.98,3.99
565606,ptpn22 ,"protein tyrosine phosphatase, non-receptor type 22",0.68,2.99,2.16
565656,bcl3 ,B-cell CLL/lymphoma 3,0.30,2.24,1.17
565839,exoc3l2b ,exocyst complex component 3-like 2b,1.17,3.66,8.37
565980,ace ,angiotensin I converting enzyme (peptidyl-dipeptidase A) 1,0.40,2.03,1.41
566096,hp ,haptoglobin,1.28,12.58,9.21
566099,p2ry6 ,"pyrimidinergic receptor P2Y, G-protein coupled, 6",1.21,8.94,9.80
566546,plxnb3 ,plexin B3,0.67,3.18,2.03
566647,cx32.2 ,connexin 32.2,3.48,28.18,38.53
566658,si:ch211-117m20.5 ,si:ch211-117m20.5,0.46,28.60,10.28
566752,si:dkey-102g19.3 ,si:dkey-102g19.3,0.99,141.15,50.19
566850,mical3b ,"microtubule associated monooxygenase, calponin and LIM domain containing 3b",1.19,4.34,6.65
566903,gpr132b ,G protein-coupled receptor 132b,0.41,8.68,4.28
567145,adam11 ,ADAM metallopeptidase domain 11,0.19,1.86,1.03
567227,esyt1a ,extended synaptotagmin-like protein 1a,2.51,14.65,24.22
567287,rnf217 ,ring finger protein 217,0.31,2.53,2.82
567405,matk ,megakaryocyte-associated tyrosine kinase,1.38,12.11,13.27
567504,ifit5 ,interferon-induced protein with tetratricopeptide repeats 12,0.50,2.09,1.42
567905,fgfr1b ,fibroblast growth factor receptor 1b,0.84,3.55,2.72
567913,mogs ,mannosyl-oligosaccharide glucosidase,0.85,4.25,6.62
567928,LOC567928 ,laminin subunit gamma-2,1.45,61.43,35.70
568037,LOC568037 ,transcription factor HIVEP3-like,0.65,2.84,2.17
568308,sil1 ,SIL1 nucleotide exchange factor,1.06,8.69,6.87
568653,btk ,Bruton agammaglobulinemia tyrosine kinase,0.53,2.28,2.43
568715,rin1a ,Ras and Rab interactor 1a,0.24,0.82,1.01
568737,snx2 ,sorting nexin 2,1.44,7.57,8.60
568768,si:ch211-26b3.4 ,si:ch211-26b3.4,0.45,1.39,1.29
